"entrez";"symbol";"pubmed_id";"organ_system";"driver_type";"drivers_id";"Entry"
5884;"RAD17";14993899;"Multiple";"cancer";3712;"O75943"
5728;"PTEN";25501392;"Multiple";"cancer";3713;"P60484"
5518;"PPP2R1A";27348297;"Gynecologic";"cancer";3714;"P30153"
5885;"RAD21";29625053;"Multiple";"cancer";3715;"O60216"
5728;"PTEN";26503331;"Thoracic";"cancer";3716;"P60484"
5518;"PPP2R1A";22980975;"Thoracic";"cancer";3717;"P30153"
5644;"PRSS1";28810144;"Developmental gastrointestinal";"cancer";3718;"P07477"
5885;"RAD21";23634996;"Hematologic and lymphatic";"cancer";3719;"O60216"
5728;"PTEN";24686850;"Core gastrointestinal";"cancer";3720;"P60484"
5646;"PRSS3";28362259;"Multiple";"cancer";3721;"P35030"
5885;"RAD21";22976956;"Hematologic and lymphatic";"cancer";3722;"O60216"
5728;"PTEN";29622466;"Core gastrointestinal";"cancer";3723;"P60484"
5646;"PRSS3";27311963;"Multiple";"cancer";3724;"P35030"
5885;"RAD21";14993899;"Multiple";"cancer";3725;"O60216"
5728;"PTEN";23619167;"Head and neck";"cancer";3726;"P60484"
5518;"PPP2R1A";20826764;"Gynecologic";"cancer";3727;"P30153"
5649;"RELN";22980976;"Thoracic";"cancer";3728;"P78509"
5885;"RAD21";24132290;"Multiple";"cancer";3729;"O60216"
5728;"PTEN";29489755;"Multiple";"cancer";3730;"P60484"
5649;"RELN";22237106;"Hematologic and lymphatic";"cancer";3731;"P78509"
5885;"RAD21";24390350;"Multiple";"cancer";3732;"O60216"
5728;"PTEN";27311963;"Multiple";"cancer";3733;"P60484"
5885;"RAD21";25501392;"Multiple";"cancer";3734;"O60216"
5728;"PTEN";27135926;"Gynecologic";"cancer";3735;"P60484"
5885;"RAD21";27311963;"Multiple";"cancer";3736;"O60216"
5728;"PTEN";24390348;"Gynecologic";"cancer";3737;"P60484"
5887;"RAD23B";27311963;"Multiple";"cancer";3738;"P54727"
5728;"PTEN";22561520;"Developmental gastrointestinal";"cancer";3739;"P60484"
5518;"PPP2R1A";24132290;"Multiple";"cancer";3740;"P30153"
5890;"RAD51B";14993899;"Multiple";"cancer";3741;"O15315"
5650;"KLK7";27311963;"Multiple";"cancer";3742;"P49862"
5728;"PTEN";31558468;"Hematologic and lymphatic";"cancer";3743;"P60484"
5890;"RAD51B";26017449;"Gynecologic";"cancer";3744;"O15315"
5518;"PPP2R1A";24390350;"Multiple";"cancer";3745;"P30153"
5653;"KLK6";27311963;"Multiple";"cancer";3746;"Q92876"
5728;"PTEN";31558468;"Hematologic and lymphatic";"cancer";3747;"P60484"
5894;"RAF1";29625053;"Multiple";"cancer";3748;"P04049"
5654;"HTRA1";27009842;"Soft tissue";"cancer";3749;"Q92743"
5518;"PPP2R1A";23104009;"Gynecologic";"cancer";3750;"P30153"
5728;"PTEN";18772396;"Soft tissue";"cancer";3751;"P60484"
5894;"RAF1";27158780;"Thoracic";"cancer";3752;"P04049"
5702;"PSMC3";27311963;"Multiple";"cancer";3753;"P17980"
5518;"PPP2R1A";28485815;"Gynecologic";"cancer";3754;"P30153"
5728;"PTEN";21163964;"Soft tissue";"cancer";3755;"P60484"
5894;"RAF1";14993899;"Multiple";"cancer";3756;"P04049"
5518;"PPP2R1A";27311963;"Multiple";"cancer";3757;"P30153"
5894;"RAF1";26000489;"Urologic";"cancer";3758;"P04049"
5728;"PTEN";26017449;"Gynecologic";"cancer";3759;"P60484"
5894;"RAF1";32494066;"Multiple";"cancer";3760;"P04049"
5728;"PTEN";27161491;"Gynecologic";"cancer";3761;"P60484"
5714;"PSMD8";28467829;"Skin";"cancer";3762;"P48556"
5518;"PPP2R1A";24974848;"Hematologic and lymphatic";"cancer";3763;"P30153"
5894;"RAF1";23583981;"Soft tissue";"cancer";3764;"P04049"
5728;"PTEN";32139151;"Gynecologic";"cancer";3765;"P60484"
5727;"PTCH1";29625053;"Multiple";"cancer";3766;"Q13635"
5896;"RAG1";29489755;"Multiple";"cancer";3767;"P15918"
5728;"PTEN";32025015;"Multiple";"cancer";3768;"P60484"
5897;"RAG2";29489755;"Multiple";"cancer";3769;"P55895"
5728;"PTEN";28988769;"Urologic";"cancer";3770;"P60484"
5518;"PPP2R1A";32494066;"Multiple";"cancer";3771;"P30153"
5727;"PTCH1";26950094;"Skin";"cancer";3772;"Q13635"
5897;"RAG2";24413735;"Hematologic and lymphatic";"cancer";3773;"P55895"
5728;"PTEN";26000489;"Urologic";"cancer";3774;"P60484"
5518;"PPP2R1A";23539594;"Multiple";"cancer";3775;"P30153"
5727;"PTCH1";28548104;"Core gastrointestinal";"cancer";3776;"Q13635"
5903;"RANBP2";14993899;"Multiple";"cancer";3777;"P49792"
5728;"PTEN";32494066;"Multiple";"cancer";3778;"P60484"
5518;"PPP2R1A";27791010;"Gynecologic";"cancer";3779;"P30153"
5727;"PTCH1";14993899;"Multiple";"cancer";3780;"Q13635"
5910;"RAP1GDS1";14993899;"Multiple";"cancer";3781;"P52306"
5728;"PTEN";31253977;"Skin";"cancer";3782;"P60484"
5914;"RARA";29625053;"Multiple";"cancer";3783;"P10276"
5728;"PTEN";32024818;"Multiple";"cancer";3784;"P60484"
5914;"RARA";14993899;"Multiple";"cancer";3785;"P10276"
5727;"PTCH1";25151357;"Core gastrointestinal";"cancer";3786;"Q13635"
5728;"PTEN";22722201;"Gynecologic";"cancer";3787;"P60484"
5914;"RARA";26437033;"Gynecologic";"cancer";3788;"P10276"
5727;"PTCH1";29489754;"Multiple";"cancer";3789;"Q13635"
5728;"PTEN";21798893;"Head and neck";"cancer";3790;"P60484"
5919;"RARRES2";27311963;"Multiple";"cancer";3791;"Q99969"
5921;"RASA1";21798897;"Head and neck";"cancer";3792;"P20936"
5728;"PTEN";24705252;"Soft tissue";"cancer";3793;"P60484"
5921;"RASA1";29625053;"Multiple";"cancer";3794;"P20936"
5728;"PTEN";26544944;"Urologic";"cancer";3795;"P60484"
5727;"PTCH1";22832583;"Soft tissue";"cancer";3796;"Q13635"
5921;"RASA1";29622464;"Gynecologic";"cancer";3797;"P20936"
5921;"RASA1";27158780;"Thoracic";"cancer";3798;"P20936"
5727;"PTCH1";25576899;"Endocrine";"cancer";3799;"Q13635"
5921;"RASA1";25079317;"Core gastrointestinal";"cancer";3800;"P20936"
5921;"RASA1";30718927;"Core gastrointestinal";"cancer";3801;"P20936"
5727;"PTCH1";26648538;"Hematologic and lymphatic";"cancer";3802;"Q13635"
5921;"RASA1";28667006;"Developmental gastrointestinal";"cancer";3803;"P20936"
5727;"PTCH1";27311963;"Multiple";"cancer";3804;"Q13635"
5728;"PTEN";28112728;"Gynecologic";"cancer";3805;"P60484"
5921;"RASA1";24390350;"Multiple";"cancer";3806;"P20936"
5727;"PTCH1";21163964;"Soft tissue";"cancer";3807;"Q13635"
5728;"PTEN";25362482;"Developmental gastrointestinal";"cancer";3808;"P60484"
5921;"RASA1";25501392;"Multiple";"cancer";3809;"P20936"
5727;"PTCH1";22820256;"Soft tissue";"cancer";3810;"Q13635"
5728;"PTEN";23539594;"Multiple";"cancer";3811;"P60484"
5921;"RASA1";29622466;"Core gastrointestinal";"cancer";3812;"P20936"
5728;"PTEN";22037554;"Core gastrointestinal";"cancer";3813;"P60484"
5728;"PTEN";27270107;"Soft tissue";"cancer";3814;"P60484"
5727;"PTCH1";32025015;"Multiple";"cancer";3815;"Q13635"
5728;"PTEN";26939876;"Gynecologic";"cancer";3816;"P60484"
5523;"PPP2R3A";27311963;"Multiple";"cancer";3817;"Q06190"
5728;"PTEN";26099045;"Gynecologic";"cancer";3818;"P60484"
5921;"RASA1";27311963;"Multiple";"cancer";3819;"P20936"
5728;"PTEN";23583981;"Soft tissue";"cancer";3820;"P60484"
5727;"PTCH1";23770606;"Soft tissue";"cancer";3821;"Q13635"
5524;"PTPA";28467829;"Skin";"cancer";3822;"Q15257"
5922;"RASA2";31444325;"Hematologic and lymphatic";"cancer";3823;"Q15283"
5728;"PTEN";27791010;"Gynecologic";"cancer";3824;"P60484"
5727;"PTCH1";23539594;"Multiple";"cancer";3825;"Q13635"
5727;"PTCH1";25301631;"Thoracic";"cancer";3826;"Q13635"
5728;"PTEN";31164371;"Soft tissue";"cancer";3827;"P60484"
5525;"PPP2R5A";21804550;"Hematologic and lymphatic";"cancer";3828;"Q15172"
5737;"PTGFR";20668451;"Gynecologic";"cancer";3829;"P43088"
5527;"PPP2R5C";27311963;"Multiple";"cancer";3830;"Q13362"
5530;"PPP3CA";27158780;"Thoracic";"cancer";3831;"Q08209"
5738;"PTGFRN";26168399;"Thoracic";"cancer";3832;"Q9P2B2"
5742;"PTGS1";27311963;"Multiple";"cancer";3833;"P23219"
5747;"PTK2";27009842;"Soft tissue";"cancer";3834;"Q05397"
5531;"PPP4C";27311963;"Multiple";"cancer";3835;"P60510"
5537;"PPP6C";29625053;"Multiple";"cancer";3836;"O00743"
5753;"PTK6";14993899;"Multiple";"cancer";3837;"Q13882"
5537;"PPP6C";26950094;"Skin";"cancer";3838;"O00743"
5537;"PPP6C";26091043;"Skin";"cancer";3839;"O00743"
5757;"PTMA";29625053;"Multiple";"cancer";3840;"P06454"
5757;"PTMA";25501392;"Multiple";"cancer";3841;"P06454"
5757;"PTMA";27311963;"Multiple";"cancer";3842;"P06454"
5537;"PPP6C";14993899;"Multiple";"cancer";3843;"O00743"
5764;"PTN";22037554;"Core gastrointestinal";"cancer";3844;"P21246"
5537;"PPP6C";22817889;"Skin";"cancer";3845;"O00743"
5537;"PPP6C";22842228;"Skin";"cancer";3846;"O00743"
5537;"PPP6C";26214590;"Skin";"cancer";3847;"O00743"
5770;"PTPN1";24531327;"Hematologic and lymphatic";"cancer";3848;"P18031"
5771;"PTPN2";29489755;"Multiple";"cancer";3849;"P17706"
5537;"PPP6C";24390350;"Multiple";"cancer";3850;"O00743"
5777;"PTPN6";14993899;"Multiple";"cancer";3851;"P29350"
5537;"PPP6C";26343386;"Skin";"cancer";3852;"O00743"
5781;"PTPN11";29625053;"Multiple";"cancer";3853;"Q06124"
5924;"RASGRF2";25501392;"Multiple";"cancer";3854;"O14827"
5545;"PRB4";21798893;"Head and neck";"cancer";3855;"P10163"
5925;"RB1";31164371;"Soft tissue";"cancer";3856;"P06400"
5551;"PRF1";14993899;"Multiple";"cancer";3857;"P14222"
5925;"RB1";29625053;"Multiple";"cancer";3858;"P06400"
5565;"PRKAB2";20668451;"Thoracic";"cancer";3859;"O43741"
5728;"PTEN";29625053;"Multiple";"cancer";3860;"P60484"
5781;"PTPN11";23634996;"Hematologic and lymphatic";"cancer";3861;"Q06124"
5728;"PTEN";22610119;"Urologic";"cancer";3862;"P60484"
5781;"PTPN11";26061751;"Soft tissue";"cancer";3863;"Q06124"
5728;"PTEN";20601955;"Soft tissue";"cancer";3864;"P60484"
5925;"RB1";20601955;"Soft tissue";"cancer";3865;"P06400"
5781;"PTPN11";26824661;"Soft tissue";"cancer";3866;"Q06124"
5728;"PTEN";22981675;"Urologic";"cancer";3867;"P60484"
5925;"RB1";22981675;"Urologic";"cancer";3868;"P06400"
5728;"PTEN";29622464;"Gynecologic";"cancer";3869;"P60484"
5925;"RB1";29622464;"Gynecologic";"cancer";3870;"P06400"
5566;"PRKACA";24700472;"Endocrine";"cancer";3871;"P17612"
5781;"PTPN11";26121087;"Soft tissue";"cancer";3872;"Q06124"
5566;"PRKACA";14993899;"Multiple";"cancer";3873;"P17612"
5781;"PTPN11";14993899;"Multiple";"cancer";3874;"Q06124"
5925;"RB1";26950094;"Skin";"cancer";3875;"P06400"
5728;"PTEN";27158780;"Thoracic";"cancer";3876;"P60484"
5728;"PTEN";18772890;"Soft tissue";"cancer";3877;"P60484"
5781;"PTPN11";29489754;"Multiple";"cancer";3878;"Q06124"
5728;"PTEN";23000897;"Gynecologic";"cancer";3879;"P60484"
5781;"PTPN11";23334668;"Hematologic and lymphatic";"cancer";3880;"Q06124"
5925;"RB1";27158780;"Thoracic";"cancer";3881;"P06400"
5728;"PTEN";22960745;"Thoracic";"cancer";3882;"P60484"
5781;"PTPN11";26886259;"Hematologic and lymphatic";"cancer";3883;"Q06124"
5925;"RB1";27058444;"Core gastrointestinal";"cancer";3884;"P06400"
5925;"RB1";18772890;"Soft tissue";"cancer";3885;"P06400"
5925;"RB1";21720365;"Gynecologic";"cancer";3886;"P06400"
5925;"RB1";32025015;"Multiple";"cancer";3887;"P06400"
5925;"RB1";22960745;"Thoracic";"cancer";3888;"P06400"
5925;"RB1";28988769;"Urologic";"cancer";3889;"P06400"
5728;"PTEN";24120142;"Soft tissue";"cancer";3890;"P60484"
5781;"PTPN11";24132290;"Multiple";"cancer";3891;"Q06124"
5925;"RB1";26000489;"Urologic";"cancer";3892;"P06400"
5925;"RB1";22941189;"Thoracic";"cancer";3893;"P06400"
5925;"RB1";23000897;"Gynecologic";"cancer";3894;"P06400"
5728;"PTEN";23792563;"Urologic";"cancer";3895;"P60484"
5781;"PTPN11";26466571;"Hematologic and lymphatic";"cancer";3896;"Q06124"
5728;"PTEN";23636398;"Gynecologic";"cancer";3897;"P60484"
5781;"PTPN11";24390350;"Multiple";"cancer";3898;"Q06124"
5925;"RB1";24120142;"Soft tissue";"cancer";3899;"P06400"
5728;"PTEN";25155756;"Urologic";"cancer";3900;"P60484"
5781;"PTPN11";29489755;"Multiple";"cancer";3901;"Q06124"
5925;"RB1";25079552;"Thoracic";"cancer";3902;"P06400"
5728;"PTEN";26061751;"Soft tissue";"cancer";3903;"P60484"
5781;"PTPN11";27063598;"Hematologic and lymphatic";"cancer";3904;"Q06124"
5925;"RB1";24476821;"Urologic";"cancer";3905;"P06400"
5925;"RB1";32494066;"Multiple";"cancer";3906;"P06400"
5925;"RB1";26091043;"Skin";"cancer";3907;"P06400"
5925;"RB1";25822088;"Developmental gastrointestinal";"cancer";3908;"P06400"
5728;"PTEN";26091043;"Skin";"cancer";3909;"P60484"
5925;"RB1";26343386;"Skin";"cancer";3910;"P06400"
5781;"PTPN11";31444325;"Hematologic and lymphatic";"cancer";3911;"Q06124"
5925;"RB1";32024818;"Multiple";"cancer";3912;"P06400"
5925;"RB1";22722201;"Gynecologic";"cancer";3913;"P06400"
5728;"PTEN";26824661;"Soft tissue";"cancer";3914;"P60484"
5781;"PTPN11";27311963;"Multiple";"cancer";3915;"Q06124"
5925;"RB1";26437033;"Gynecologic";"cancer";3916;"P06400"
5728;"PTEN";28548104;"Core gastrointestinal";"cancer";3917;"P60484"
5925;"RB1";28622513;"Developmental gastrointestinal";"cancer";3918;"P06400"
5781;"PTPN11";25961940;"Hematologic and lymphatic";"cancer";3919;"Q06124"
5728;"PTEN";26947078;"Urologic";"cancer";3920;"P60484"
5925;"RB1";29100075;"Soft tissue";"cancer";3921;"P06400"
5781;"PTPN11";23334666;"Soft tissue";"cancer";3922;"Q06124"
5925;"RB1";26824661;"Soft tissue";"cancer";3923;"P06400"
5925;"RB1";25362482;"Developmental gastrointestinal";"cancer";3924;"P06400"
5781;"PTPN11";32494066;"Multiple";"cancer";3925;"Q06124"
5925;"RB1";28548104;"Core gastrointestinal";"cancer";3926;"P06400"
5925;"RB1";23539594;"Multiple";"cancer";3927;"P06400"
5925;"RB1";28292439;"Gynecologic";"cancer";3928;"P06400"
5925;"RB1";26939876;"Gynecologic";"cancer";3929;"P06400"
5728;"PTEN";28292439;"Gynecologic";"cancer";3930;"P60484"
5925;"RB1";26451490;"Gynecologic";"cancer";3931;"P06400"
5925;"RB1";30755618;"Urologic";"cancer";3932;"P06400"
5728;"PTEN";26451490;"Gynecologic";"cancer";3933;"P60484"
5925;"RB1";18948947;"Thoracic";"cancer";3934;"P06400"
5925;"RB1";31937901;"Skin";"cancer";3935;"P06400"
5925;"RB1";26099045;"Gynecologic";"cancer";3936;"P06400"
5925;"RB1";27791010;"Gynecologic";"cancer";3937;"P06400"
5927;"KDM5A";14993899;"Multiple";"cancer";3938;"P29375"
5728;"PTEN";23263491;"Hematologic and lymphatic";"cancer";3939;"P60484"
5927;"KDM5A";28362259;"Multiple";"cancer";3940;"P29375"
5728;"PTEN";25401301;"Urologic";"cancer";3941;"P60484"
5927;"KDM5A";27311963;"Multiple";"cancer";3942;"P29375"
5728;"PTEN";28297679;"Developmental gastrointestinal";"cancer";3943;"P60484"
5925;"RB1";27064257;"Developmental gastrointestinal";"cancer";3944;"P06400"
5930;"RBBP6";26824661;"Soft tissue";"cancer";3945;"Q7Z6E9"
5925;"RB1";27064257;"Developmental gastrointestinal";"cancer";3946;"P06400"
5930;"RBBP6";26121086;"Soft tissue";"cancer";3947;"Q7Z6E9"
5925;"RB1";14993899;"Multiple";"cancer";3948;"P06400"
5930;"RBBP6";29617667;"Multiple";"cancer";3949;"Q7Z6E9"
5925;"RB1";25151357;"Core gastrointestinal";"cancer";3950;"P06400"
5966;"REL";14993899;"Multiple";"cancer";3951;"Q04864"
5967;"REG1A";27311963;"Multiple";"cancer";3952;"P05451"
5970;"RELA";26437031;"Hematologic and lymphatic";"cancer";3953;"Q04206"
6164;"RPL34";28362259;"Multiple";"cancer";3954;"P49207"
5971;"RELB";26258847;"Hematologic and lymphatic";"cancer";3955;"Q01201"
5925;"RB1";26168399;"Thoracic";"cancer";3956;"P06400"
6164;"RPL34";27311963;"Multiple";"cancer";3957;"P49207"
5979;"RET";29625053;"Multiple";"cancer";3958;"P07949"
5979;"RET";28162975;"Endocrine";"cancer";3959;"P07949"
5925;"RB1";27149842;"Core gastrointestinal";"cancer";3960;"P06400"
5979;"RET";14993899;"Multiple";"cancer";3961;"P07949"
5781;"PTPN11";26343386;"Skin";"cancer";3962;"Q06124"
5979;"RET";20668451;"Gynecologic";"cancer";3963;"P07949"
5925;"RB1";22722839;"Urologic";"cancer";3964;"P06400"
6182;"MRPL12";30606723;"Hematologic and lymphatic";"cancer";3965;"P52815"
5925;"RB1";29489754;"Multiple";"cancer";3966;"P06400"
5979;"RET";26632267;"Soft tissue";"cancer";3967;"P07949"
5925;"RB1";21822268;"Urologic";"cancer";3968;"P06400"
6187;"RPS2";24390350;"Multiple";"cancer";3969;"P15880"
5979;"RET";25576899;"Endocrine";"cancer";3970;"P07949"
6189;"RPS3A";31444325;"Hematologic and lymphatic";"cancer";3971;"P61247"
5979;"RET";23143597;"Hematologic and lymphatic";"cancer";3972;"P07949"
6197;"RPS6KA3";29625053;"Multiple";"cancer";3973;"P51812"
5781;"PTPN11";26457647;"Hematologic and lymphatic";"cancer";3974;"Q06124"
5979;"RET";24974848;"Hematologic and lymphatic";"cancer";3975;"P07949"
6197;"RPS6KA3";27064257;"Developmental gastrointestinal";"cancer";3976;"P51812"
5781;"PTPN11";23539594;"Multiple";"cancer";3977;"Q06124"
5979;"RET";32494066;"Multiple";"cancer";3978;"P07949"
6197;"RPS6KA3";27064257;"Developmental gastrointestinal";"cancer";3979;"P51812"
5781;"PTPN11";27270107;"Soft tissue";"cancer";3980;"Q06124"
5979;"RET";23539594;"Multiple";"cancer";3981;"P07949"
6197;"RPS6KA3";22561517;"Developmental gastrointestinal";"cancer";3982;"P51812"
5781;"PTPN11";26939876;"Gynecologic";"cancer";3983;"Q06124"
5979;"RET";26939876;"Gynecologic";"cancer";3984;"P07949"
6197;"RPS6KA3";32025015;"Multiple";"cancer";3985;"P51812"
5980;"REV3L";26790612;"Head and neck";"cancer";3986;"O60673"
6197;"RPS6KA3";25822088;"Developmental gastrointestinal";"cancer";3987;"P51812"
5981;"RFC1";29625053;"Multiple";"cancer";3988;"P35251"
5925;"RB1";24121792;"Urologic";"cancer";3989;"P06400"
6197;"RPS6KA3";28622513;"Developmental gastrointestinal";"cancer";3990;"P51812"
5984;"RFC4";30606723;"Hematologic and lymphatic";"cancer";3991;"P35249"
5925;"RB1";28467829;"Skin";"cancer";3992;"P06400"
6197;"RPS6KA3";25362482;"Developmental gastrointestinal";"cancer";3993;"P51812"
5987;"TRIM27";14993899;"Multiple";"cancer";3994;"P14373"
6207;"RPS13";27009842;"Soft tissue";"cancer";3995;"P62277"
5781;"PTPN11";22817890;"Hematologic and lymphatic";"cancer";3996;"Q06124"
6000;"RGS7";14993899;"Multiple";"cancer";3997;"P49802"
6209;"RPS15";26790612;"Head and neck";"cancer";3998;"P62841"
6209;"RPS15";26466571;"Hematologic and lymphatic";"cancer";3999;"P62841"
5925;"RB1";23334668;"Hematologic and lymphatic";"cancer";4000;"P06400"
6209;"RPS15";24390350;"Multiple";"cancer";4001;"P62841"
5925;"RB1";22980975;"Thoracic";"cancer";4002;"P06400"
5782;"PTPN12";22810696;"Core gastrointestinal";"cancer";4003;"Q05209"
6000;"RGS7";26168399;"Thoracic";"cancer";4004;"P49802"
6232;"RPS27";26091043;"Skin";"cancer";4005;"P42677"
5783;"PTPN13";14993899;"Multiple";"cancer";4006;"Q12923"
6000;"RGS7";26192917;"Hematologic and lymphatic";"cancer";4007;"P49802"
6232;"RPS27";28467829;"Skin";"cancer";4008;"P42677"
5783;"PTPN13";29945994;"Core gastrointestinal";"cancer";4009;"Q12923"
6002;"RGS12";22343534;"Hematologic and lymphatic";"cancer";4010;"O14924"
6232;"RPS27";28362259;"Multiple";"cancer";4011;"P42677"
6009;"RHEB";29625053;"Multiple";"cancer";4012;"Q15382"
5925;"RB1";24908143;"Soft tissue";"cancer";4013;"P06400"
6233;"RPS27A";27311963;"Multiple";"cancer";4014;"P62979"
6009;"RHEB";23792563;"Urologic";"cancer";4015;"Q15382"
6236;"RRAD";27311963;"Multiple";"cancer";4016;"P55042"
5925;"RB1";28667006;"Developmental gastrointestinal";"cancer";4017;"P06400"
6009;"RHEB";24390350;"Multiple";"cancer";4018;"Q15382"
6237;"RRAS";26457647;"Hematologic and lymphatic";"cancer";4019;"P10301"
5925;"RB1";24132290;"Multiple";"cancer";4020;"P06400"
5784;"PTPN14";26950094;"Skin";"cancer";4021;"Q15678"
6014;"RIT2";22484628;"Core gastrointestinal";"cancer";4022;"Q99578"
6239;"RREB1";28810144;"Developmental gastrointestinal";"cancer";4023;"Q92766"
6247;"RS1";29354286;"Multiple";"cancer";4024;"O15537"
6016;"RIT1";29625053;"Multiple";"cancer";4025;"Q92963"
5784;"PTPN14";26121086;"Soft tissue";"cancer";4026;"Q15678"
6249;"CLIP1";26824661;"Soft tissue";"cancer";4027;"P30622"
6016;"RIT1";27158780;"Thoracic";"cancer";4028;"Q92963"
6249;"CLIP1";22156295;"Developmental gastrointestinal";"cancer";4029;"P30622"
6016;"RIT1";25079552;"Thoracic";"cancer";4030;"Q92963"
6256;"RXRA";29625053;"Multiple";"cancer";4031;"P19793"
6016;"RIT1";24390350;"Multiple";"cancer";4032;"Q92963"
5925;"RB1";27126562;"Skin";"cancer";4033;"P06400"
6256;"RXRA";24476821;"Urologic";"cancer";4034;"P19793"
5787;"PTPRB";24633157;"Soft tissue";"cancer";4035;"P23467"
6016;"RIT1";32494066;"Multiple";"cancer";4036;"Q92963"
5925;"RB1";26632267;"Soft tissue";"cancer";4037;"P06400"
6256;"RXRA";24390350;"Multiple";"cancer";4038;"P19793"
5787;"PTPRB";14993899;"Multiple";"cancer";4039;"P23467"
6038;"RNASE4";31954095;"Multiple";"cancer";4040;"P34096"
6256;"RXRA";27311963;"Multiple";"cancer";4041;"P19793"
5788;"PTPRC";29625053;"Multiple";"cancer";4042;"P08575"
6047;"RNF4";27311963;"Multiple";"cancer";4043;"P78317"
6256;"RXRA";28988769;"Urologic";"cancer";4044;"P19793"
5925;"RB1";24390350;"Multiple";"cancer";4045;"P06400"
6092;"ROBO2";14993899;"Multiple";"cancer";4046;"Q9HCK4"
6261;"RYR1";22138691;"Urologic";"cancer";4047;"P21817"
5925;"RB1";28027327;"Gynecologic";"cancer";4048;"P06400"
6092;"ROBO2";27687306;"Thoracic";"cancer";4049;"Q9HCK4"
6271;"S100A1";27311963;"Multiple";"cancer";4050;"P23297"
5925;"RB1";24686850;"Core gastrointestinal";"cancer";4051;"P06400"
5788;"PTPRC";25079317;"Core gastrointestinal";"cancer";4052;"P08575"
6092;"ROBO2";27311963;"Multiple";"cancer";4053;"Q9HCK4"
6278;"S100A7";14993899;"Multiple";"cancer";4054;"P31151"
5788;"PTPRC";14993899;"Multiple";"cancer";4055;"P08575"
6092;"ROBO2";22561520;"Developmental gastrointestinal";"cancer";4056;"Q9HCK4"
6278;"S100A7";28362259;"Multiple";"cancer";4057;"P31151"
6098;"ROS1";14993899;"Multiple";"cancer";4058;"P08922"
6279;"S100A8";27311963;"Multiple";"cancer";4059;"P05109"
6098;"ROS1";29489754;"Multiple";"cancer";4060;"P08922"
5925;"RB1";29622466;"Core gastrointestinal";"cancer";4061;"P06400"
6299;"SALL1";28551381;"Core gastrointestinal";"cancer";4062;"Q9NSC2"
5788;"PTPRC";26437031;"Hematologic and lymphatic";"cancer";4063;"P08575"
6310;"ATXN1";26437031;"Hematologic and lymphatic";"cancer";4064;"P54253"
5789;"PTPRD";29625053;"Multiple";"cancer";4065;"P23468"
6310;"ATXN1";25855536;"Developmental gastrointestinal";"cancer";4066;"P54253"
6328;"SCN3A";30718927;"Core gastrointestinal";"cancer";4067;"Q9NY46"
5925;"RB1";29489755;"Multiple";"cancer";4068;"P06400"
6098;"ROS1";20668451;"Thoracic";"cancer";4069;"P08922"
5925;"RB1";31444325;"Hematologic and lymphatic";"cancer";4071;"P06400"
6335;"SCN9A";24120142;"Soft tissue";"cancer";4072;"Q15858"
5925;"RB1";27311963;"Multiple";"cancer";4073;"P06400"
5789;"PTPRD";23000897;"Gynecologic";"cancer";4074;"P23468"
6335;"SCN9A";18772396;"Soft tissue";"cancer";4075;"Q15858"
5925;"RB1";27311963;"Multiple";"cancer";4076;"P06400"
5789;"PTPRD";18948947;"Thoracic";"cancer";4077;"P23468"
6336;"SCN10A";23525077;"Core gastrointestinal";"cancer";4078;"Q9Y5Y9"
6389;"SDHA";14993899;"Multiple";"cancer";4079;"P31040"
6098;"ROS1";22158541;"Hematologic and lymphatic";"cancer";4080;"P08922"
6390;"SDHB";14993899;"Multiple";"cancer";4081;"P21912"
5925;"RB1";27135926;"Gynecologic";"cancer";4082;"P06400"
6098;"ROS1";32494066;"Multiple";"cancer";4083;"P08922"
6391;"SDHC";14993899;"Multiple";"cancer";4084;"Q99643"
6098;"ROS1";26437033;"Gynecologic";"cancer";4085;"P08922"
6392;"SDHD";14993899;"Multiple";"cancer";4086;"O14521"
6103;"RPGR";23000897;"Gynecologic";"cancer";4087;"Q92834"
5925;"RB1";18772396;"Soft tissue";"cancer";4088;"P06400"
6491;"STIL";14993899;"Multiple";"cancer";4089;"Q15468"
5925;"RB1";26017449;"Gynecologic";"cancer";4090;"P06400"
6495;"SIX1";14993899;"Multiple";"cancer";4091;"Q15475"
5925;"RB1";22941188;"Thoracic";"cancer";4092;"P06400"
5925;"RB1";27161491;"Gynecologic";"cancer";4093;"P06400"
6495;"SIX1";29489754;"Multiple";"cancer";4094;"Q15475"
6103;"RPGR";26451490;"Gynecologic";"cancer";4095;"Q92834"
6495;"SIX1";29489755;"Multiple";"cancer";4096;"Q15475"
6392;"SDHD";28362259;"Multiple";"cancer";4097;"O14521"
6497;"SKI";14993899;"Multiple";"cancer";4098;"P12755"
6397;"SEC14L1";28362259;"Multiple";"cancer";4099;"Q92503"
6120;"RPE";27311963;"Multiple";"cancer";4100;"Q96AT9"
6502;"SKP2";18772396;"Soft tissue";"cancer";4101;"Q13309"
6403;"SELP";29489754;"Multiple";"cancer";4102;"P16109"
6125;"RPL5";29625053;"Multiple";"cancer";4103;"P46777"
6504;"SLAMF1";28362259;"Multiple";"cancer";4104;"Q13291"
6403;"SELP";24390350;"Multiple";"cancer";4105;"P16109"
6125;"RPL5";29622464;"Gynecologic";"cancer";4106;"P46777"
