"drivers_id";"driver_type";"primary_site";"cancer_type";"method"
8107;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8108;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
8109;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
8110;"cancer";"head_and_neck";"nasopharyngeal_carcinoma";"MutSig"
8111;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
8112;"cancer";"blood";"follicular_lymphoma";"MuSiC"
8113;"cancer";"blood";"acute_myeloid_leukemia";"MutSig"
8114;"cancer";"parathyroid_gland";"parathyroid_carcinoma";"Recurrence-based, Literature-based"
8115;"cancer";"multiple";"";"-"
8116;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8117;"cancer";"thyroid";"papillary_thyroid_cancer";"MutSig"
8118;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
8119;"cancer";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based"
8120;"cancer";"multiple";"pan-cancer_adult";"MutSig"
8121;"cancer";"kidney";"clear_cell_renal_cancer";"MuSiC"
8122;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8123;"cancer";"blood";"chronic_myeloid_leukemia";"Recurrence-based, Literature-based"
8124;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
8125;"cancer";"brain";"meningioma";"Recurrence-based"
8126;"cancer";"breast";"breast_cancer";"MutSig"
8127;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8128;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8129;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
8130;"cancer";"kidney";"clear_cell_renal_cancer";"Wood-based"
8131;"cancer";"lung";"lung_cancer_(all_histologies)";"Wood-based"
8132;"cancer";"esophagus";"esophageal_adenocarcinoma";"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"
8133;"cancer";"blood";"T-cell_leukemia/lymphoma";"MutSig"
8134;"cancer";"peripheral_nervous_system";"neuroblastoma";"Recurrence-based"
8135;"cancer";"kidney";"clear_cell_renal_cancer";"Wood-based"
8136;"cancer";"blood";"follicular_lymphoma";"MuSiC"
8137;"cancer";"colorectal";"colorectal_adenocarcinoma";"Recurrence-based"
8138;"cancer";"hepatobiliary";"cholangiocarcinoma";"MutSig"
8139;"cancer";"skin";"mucosal_melanoma";"Recurrence-based"
8140;"cancer";"blood";"chronic_lymphocytic_leukemia";"MutSig"
8141;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"MutSig, Recurrence-based"
8142;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"Paper-specific"
8143;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
8144;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"MutSig"
8145;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8146;"cancer";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based"
8147;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
8148;"cancer";"multiple";"";"-"
8149;"cancer";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based"
8150;"cancer";"bladder";"bladder_cancer";"MutSig"
8151;"cancer";"lung";"small_cell_lung_cancer";"MuSiC"
8152;"cancer";"blood";"acute_lymphoblastic_leukemia";"MuSiC"
8153;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
8154;"cancer";"lung";"small_cell_lung_cancer";"Wood-based"
8155;"cancer";"multiple";"pan-cancer_adult";"MutSig"
8156;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
8157;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"Paper-specific"
8158;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8159;"cancer";"colorectal";"colorectal_adenocarcinoma";"Wood-based"
8160;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
8161;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
8162;"cancer";"testis";"testicular_germ_cell_cancer";"MutSig"
8163;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8164;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"MutSig"
8165;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
8166;"cancer";"multiple";"pan-cancer_adult";"HOTNET2"
8167;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
8168;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
8169;"cancer";"skin";"melanoma";"OncodriveFML"
8170;"cancer";"multiple";"pan-cancer_adult";"DriverPower"
8171;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
8172;"cancer";"multiple";"";"-"
8173;"cancer";"stomach";"mucinous_gastric_cancer";"Recurrence-based"
8174;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"MutSig, Recurrence-based"
8175;"cancer";"skin";"melanoma";"Paper-specific"
8176;"cancer";"stomach";"gastric_adenocarcinoma";"Recurrence-based"
8177;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"Paper-specific"
8178;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Recurrence-based"
8179;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
8180;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8181;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8182;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8183;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
8184;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8185;"cancer";"colorectal";"colorectal_adenocarcinoma";"Recurrence-based"
8186;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
8187;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8188;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MuSiC"
8189;"cancer";"multiple";"";"-"
8190;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
8191;"cancer";"lung";"lung_cancer_(all_histologies)";"Wood-based"
8192;"cancer";"hepatobiliary";"cholangiocarcinoma";"Recurrence-based"
8193;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8194;"cancer";"blood";"acute_lymphocytic_leukemia";"Recurrence-based"
8195;"cancer";"lung";"lung_squamous_cell_carcinoma";"MutSig"
8196;"cancer";"brain";"glioblastoma";"InVEx, MutSig"
8197;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
8198;"cancer";"blood";"acute_myeloid_leukemia";"Recurrence-based"
8199;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8200;"cancer";"multiple";"pan-cancer_adult";"MutSig"
8201;"cancer";"blood";"chronic_myeloid_leukemia";"Recurrence-based, Literature-based"
8202;"cancer";"stomach";"mucinous_gastric_cancer";"Recurrence-based"
8203;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8204;"cancer";"esophagus";"esophageal_adenocarcinoma";"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"
8205;"cancer";"brain";"pan-glioma";"MutSig"
8206;"cancer";"multiple";"";"-"
8207;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8208;"cancer";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based"
8209;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
8210;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8211;"cancer";"uterus";"endometrial_cancer";"MutSig"
8212;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
8213;"cancer";"thyroid";"papillary_thyroid_cancer";"MutSig"
8214;"cancer";"blood";"acute_myeloid_leukemia";"MutSig"
8215;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
8216;"cancer";"multiple";"pan-cancer_adult";"MutSig"
8217;"cancer";"thyroid";"papillary_thyroid_cancer";"MutSigCV"
8218;"cancer";"head_and_neck";"oral_squamous_cell_carcinoma";"OncodriveFM, Youn-based"
8219;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8220;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8221;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8222;"cancer";"ovary";"ovarian_cancer";"MutSig, MuSiC"
8223;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8224;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8225;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
8226;"cancer";"uterus";"endometrial_cancer";"MuSiC"
8227;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8228;"cancer";"small_intestine";"ampullary_adenocarcinoma";"Recurrence-based"
8229;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
8230;"cancer";"stomach";"gastric_adenocarcinoma";"Recurrence-based"
8231;"cancer";"brain";"paediatric_low_grade_glioma";"MuSiC, Paper-specific"
8232;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8233;"cancer";"testis";"testicular_germ_cell_cancer";"MutSig"
8234;"cancer";"kidney";"clear_cell_renal_cancer";"Wood-based"
8235;"cancer";"blood";"acute_myeloid_leukemia";"Literature-based"
8236;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8237;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8238;"cancer";"bladder";"bladder_cancer";"Wood-based"
8239;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Recurrence-based"
8240;"cancer";"skin";"melanoma";"Paper-specific"
8241;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8242;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
8243;"cancer";"pancreas";"pancreatic_cancer_(all_histologies)";"HOTNET2, OncodriveFM, MutSig"
8244;"cancer";"brain";"glioblastoma";"InVEx, MutSig"
8245;"cancer";"multiple";"";"-"
8246;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"Paper-specific"
8247;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8248;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8249;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
8250;"cancer";"stomach";"gastric_cancer";"Recurrence-based"
8251;"cancer";"blood";"burkitt lymphoma";"Recurrence-based"
8252;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
8253;"cancer";"multiple";"pan-cancer_adult";"MutSig"
8254;"cancer";"lung";"non-small_cell_lung_cancer";"Literature-based, Paper-specific"
8255;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8256;"cancer";"kidney";"clear_cell_renal_cancer";"Wood-based"
8257;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8258;"cancer";"esophagus";"esophageal_squamous_carcinoma";"MutSig"
8259;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8260;"cancer";"breast";"breast_cancer";"MutSig"
8261;"cancer";"esophagus";"esophageal_adenocarcinoma";"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"
8262;"cancer";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based"
8263;"cancer";"kidney";"non-clear_cell_renal_cancer";"Wood-based"
8264;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8265;"cancer";"kidney";"clear_cell_renal_cancer";"Wood-based"
8266;"cancer";"kidney";"clear_cell_renal_cancer";"MuSiC"
8267;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8268;"cancer";"multiple";"pan-cancer_adult";"MutSig"
8269;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
8270;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
8271;"cancer";"multiple";"pan-cancer_adult";"HOTNET2"
8272;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8273;"cancer";"peripheral_nervous_system";"neuroblastoma";"Paper-specific"
8274;"cancer";"colorectal";"colorectal_adenocarcinoma";"Recurrence-based"
8275;"cancer";"skin";"melanoma";"Paper-specific"
8276;"cancer";"lung";"lung_squamous_cell_carcinoma";"MutSig"
8277;"cancer";"pan-gastric";"pan-gastric";"MutSig2CV"
8278;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
8279;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8280;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8281;"cancer";"peripheral_nervous_system";"neuroblastoma";"Paper-specific"
8282;"cancer";"stomach";"gastric_adenocarcinoma";"Recurrence-based"
8283;"cancer";"brain";"glioblastoma";"Wood-based"
8284;"cancer";"multiple";"pan-cancer_adult";"MutSig"
8285;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
8286;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
8287;"cancer";"multiple";"pan-cancer_adult";"HOTNET2"
8288;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8289;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based"
8290;"cancer";"blood";"cutaneous_DLBCL";"MuSiC"
8291;"cancer";"lung";"lung_adenocarcinoma";"InVEx"
8292;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
8293;"cancer";"skin";"melanoma";"Paper-specific"
8294;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
8295;"cancer";"blood";"multiple_myeloma";"dNdScv"
8296;"cancer";"pan-gastric";"pan-gastric";"MutSig2CV"
8297;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based"
8298;"cancer";"blood";"non-Hodgkin_lymphoma";"Greenman-based"
8299;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8300;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
8301;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Recurrence-based"
8302;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8303;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Recurrence-based"
8304;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8305;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8306;"cancer";"peripheral_nervous_system";"neuroblastoma";"Recurrence-based"
8307;"cancer";"blood";"follicular_lymphoma";"Recurrence-based"
8308;"cancer";"blood";"chronic_myelomonocytic_leukemia";"Recurrence-based"
8309;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8310;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
8311;"cancer";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based"
8312;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"Paper-specific"
8313;"cancer";"breast";"breast_cancer";"Wood-based"
8314;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8315;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
8316;"cancer";"blood";"cutaneous_T_cell_lymphoma";"Recurrence-based"
8317;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8318;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
8319;"cancer";"penis";"penile_squamous_cancer";"IntOGen, Literature-based"
8320;"cancer";"brain";"glioblastoma";"InVEx, MutSig"
8321;"cancer";"multiple";"pan-cancer_adult";"MutSig"
8322;"cancer";"skin";"melanoma";"Paper-specific"
8323;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8324;"cancer";"breast";"breast_cancer";"MutSig"
8325;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8326;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8327;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8328;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
8329;"cancer";"breast";"breast_cancer";"MutSig"
8330;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"MutSig"
8331;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
8332;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
8333;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8334;"cancer";"multiple";"pan-cancer_adult";"MutSig"
8335;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8336;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8337;"cancer";"breast";"breast_cancer";"SeqSig"
8338;"cancer";"hepatobiliary";"cholangiocarcinoma";"Recurrence-based"
8339;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8340;"cancer";"uterus";"endometrial_cancer";"MutSig"
8341;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8342;"cancer";"brain";"glioblastoma";"Wood-based"
8343;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
8344;"cancer";"multiple";"pan-cancer_adult";"MutSig"
8345;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8346;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8347;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
8348;"cancer";"pan-gastric";"pan-gastric";"MutSig2CV"
8349;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"Paper-specific"
8350;"cancer";"brain";"pan-glioma";"MutSig"
8351;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MuSiC"
8352;"cancer";"peripheral_nervous_system";"neuroblastoma";"Paper-specific"
8353;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8354;"cancer";"breast";"breast_cancer";"SeqSig"
8355;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8356;"cancer";"kidney";"papillary_renal_cell_carcinoma";"MutSig, IntOGen"
8357;"cancer";"breast";"breast_cancer";"SeqSig"
8358;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8359;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
8360;"cancer";"lung";"small_cell_lung_cancer";"Wood-based"
8361;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based"
8362;"cancer";"penis";"penile_squamous_cancer";"IntOGen, Literature-based"
8363;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
8364;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8365;"cancer";"skin";"melanoma";"MutSig"
8366;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8367;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
8368;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8369;"cancer";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based"
8370;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
8371;"cancer";"lung";"lung_adenocarcinoma";"InVEx"
8372;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
8373;"cancer";"multiple";"pan-cancer_adult";"MutSig"
8374;"cancer";"esophagus";"esophageal_adenocarcinoma";"MutSig"
8375;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8376;"cancer";"brain";"glioblastoma";"InVEx, MutSig"
8377;"cancer";"pan-gastric";"pan-gastric";"MutSig2CV"
8378;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
8379;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8380;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8381;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8382;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
8383;"cancer";"colorectal";"colorectal_adenocarcinoma";"Wood-based"
8384;"cancer";"breast";"breast_cancer";"MutSig"
8385;"cancer";"skin";"melanoma";"Paper-specific"
8386;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
8387;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"Paper-specific"
8388;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
8389;"cancer";"multiple";"";"-"
8390;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8391;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
8392;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8393;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS"
8394;"cancer";"multiple";"pan-cancer_adult";"MutSig"
8395;"cancer";"breast";"breast_cancer";"SeqSig"
8396;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Recurrence-based"
8397;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
8398;"cancer";"lung";"small_cell_lung_cancer";"Paper-specific"
8399;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8400;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8401;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
8402;"cancer";"lung";"small_cell_lung_cancer";"Wood-based"
8403;"cancer";"hepatobiliary";"cholangiocarcinoma";"Recurrence-based"
8404;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
8405;"cancer";"blood";"follicular_lymphoma";"MuSiC"
8406;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
8407;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
8408;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8409;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8410;"cancer";"stomach";"gastric_adenocarcinoma";"MutSig"
8411;"cancer";"skin";"melanoma";"InVEx"
8412;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
8413;"cancer";"lung";"lung_adenocarcinoma";"InVEx"
8414;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8415;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
8416;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8417;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8418;"cancer";"stomach";"gastric_adenocarcinoma";"MutSig"
8419;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"Paper-specific"
8420;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8421;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
8422;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
8423;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
8424;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8425;"cancer";"breast";"breast_cancer";"Wood-based"
8426;"cancer";"hepatobiliary";"cholangiocarcinoma";"Recurrence-based"
8427;"cancer";"brain";"low_grade_glioma";"MutSig"
8428;"cancer";"brain";"glioblastoma";"InVEx, MutSig"
8429;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
8430;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
8431;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
8432;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8433;"cancer";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based"
8434;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
8435;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
8436;"cancer";"breast";"breast_cancer";"MuSiC"
8437;"cancer";"breast";"breast_cancer";"SeqSig"
8438;"cancer";"skin";"melanoma";"OncodriveFML"
8439;"cancer";"blood";"acute_lymphoblastic_leukemia";"Greenman-based"
8440;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
8441;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Recurrence-based"
8442;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
8443;"cancer";"bladder";"bladder_cancer";"MutSig"
8444;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8445;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8446;"cancer";"small_intestine";"duodenal_adenocarcinoma";"MutSig"
8447;"cancer";"skin";"melanoma";"Paper-specific"
8448;"cancer";"skin";"melanoma";"Recurrence-based"
8449;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8450;"cancer";"skin";"melanoma";"Recurrence-based"
8451;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
8452;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
8453;"cancer";"lung";"small_cell_lung_cancer";"MuSiC"
8454;"cancer";"blood";"acute_myeloid_leukemia";"Recurrence-based"
8455;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8456;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8457;"cancer";"blood";"cutaneous_DLBCL";"MuSiC"
8458;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
8459;"cancer";"small_intestine";"ampullary_adenocarcinoma";"Recurrence-based"
8460;"cancer";"prostate";"prostate_cancer";"MutSig"
8461;"cancer";"blood";"acute_lymphocytic_leukemia";"Recurrence-based"
8462;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8463;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
8464;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8465;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
8466;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
8467;"cancer";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific"
8468;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8469;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8470;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"Paper-specific"
8471;"cancer";"small_intestine";"ampullary_adenocarcinoma";"Recurrence-based"
8472;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8473;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8474;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"Paper-specific"
8475;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8476;"cancer";"colorectal";"colorectal_adenocarcinoma";"Recurrence-based"
8477;"cancer";"esophagus";"esophageal_squamous_carcinoma";"MutSig"
8478;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Recurrence-based"
8479;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
8480;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8481;"cancer";"esophagus";"esophageal_adenocarcinoma";"MutSig"
8482;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8483;"cancer";"soft_tissue";"angiosarcoma";"Greenman-based"
8484;"cancer";"multiple";"pan-cancer_adult";"HOTNET2"
8485;"cancer";"skin";"melanoma";"OncodriveFML"
8486;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
8487;"cancer";"penis";"penile_squamous_cancer";"IntOGen, Literature-based"
8488;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8489;"cancer";"brain";"glioblastoma";"Wood-based"
8490;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
8491;"cancer";"bladder";"bladder_cancer";"Recurrence-based"
8492;"cancer";"multiple";"";"-"
8493;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
8494;"cancer";"prostate";"prostate_cancer";"Recurrence-based"
8495;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
8496;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
8497;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
