"entrez";"symbol";"pubmed_id";"type";"organ_system";"primary_site";"cancer_type";"method";"coding_status";"cgc_annotation";"vogelstein_annotation";"saito_annotation";"NCG_oncogene";"NCG_tsg";"driver_type";"drivers_id"
23592;"LEMD3";29489755;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"GRIN, MutSig";"coding";"";"";"";"";"";"cancer";6696
27315;"PGAP2";22343534;"WES";"Hematologic and lymphatic";"blood";"diffuse_large_B-cell_lymphoma";"MutSig";"coding";"";"";"";"";"";"cancer";6697
29994;"BAZ2B";27687306;"WES";"Thoracic";"lung";"lung_adenocarcinoma";"InVEx";"coding";"";"";"";"";"";"cancer";6698
26227;"PHGDH";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";6699
27316;"RBMX";23636398;"WES";"Gynecologic";"uterus";"endometrial_cancer";"MuSiC";"coding";"";"";"";"";"";"cancer";6700
23598;"PATZ1";28256603;"WES plus targeted deep resequencing";"Head and neck";"head_and_neck";"nasopharyngeal_carcinoma";"Literature-based, Paper-specific";"coding";"TSG, fusion";"";"";"0.0";"1.0";"cancer";6701
29995;"LMCD1";26192917;"WES-Gene Panel";"Hematologic and lymphatic";"blood";"natural_killer/T_cell_lymphoma";"MuSiC";"coding";"";"";"";"";"";"cancer";6702
26245;"OR2M4";22158541;"WES";"Hematologic and lymphatic";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based";"coding";"";"";"";"";"";"cancer";6703
27316;"RBMX";26451490;"WES";"Gynecologic";"breast";"breast_cancer";"MutSig";"coding";"";"";"";"";"";"cancer";6704
23598;"PATZ1";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG, fusion";"";"";"0.0";"1.0";"cancer";6705
29997;"NOP53";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";6706
26268;"FBXO9";31954095;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ActiveDriverWGS";"noncoding";"";"";"";"";"";"cancer";6707
27316;"RBMX";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"";"";"";"";"";"cancer";6708
29998;"BICRA";18772397;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based";"coding";"";"";"";"";"";"cancer";6709
23608;"MKRN1";29354286;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncDriver";"noncoding";"";"";"";"";"";"cancer";6710
26271;"FBXO5";30107175;"WES";"Endocrine";"thyroid";"hurthle_cell_carcinoma";"MutSig2CV, Recurrence-based, Literature-based";"coding";"";"";"";"";"";"cancer";6711
27324;"TOX3";29354286;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncDriver";"noncoding";"";"";"";"";"";"cancer";6712
30000;"TNPO2";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";6713
26271;"FBXO5";21804550;"WES";"Hematologic and lymphatic";"blood";"diffuse_large_B-cell_lymphoma";"Paper-specific";"coding";"";"";"";"";"";"cancer";6714
23619;"ZIM2";23103869;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"MuSiC";"coding";"";"";"";"";"";"cancer";6715
27327;"TNRC6A";28352668;"WES-Gene Panel";"Endocrine";"parathyroid_gland";"parathyroid_carcinoma";"Recurrence-based, Literature-based";"coding";"";"";"";"";"";"cancer";6716
30012;"TLX3";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, fusion";"";"";"1.0";"0.0";"cancer";6717
26278;"SACS";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"";"";"";"";"";"cancer";6718
23624;"CBLC";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";6719
27328;"PCDH11X";22510280;"WES";"Thoracic";"lung";"non-small_cell_lung_cancer";"Literature-based, Paper-specific";"coding";"";"";"";"";"";"cancer";6720
30012;"TLX3";29489755;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"GRIN, MutSig";"coding";"oncogene, fusion";"";"";"1.0";"0.0";"cancer";6721
26278;"SACS";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";6722
27328;"PCDH11X";28479318;"WES-Gene Panel";"Hematologic and lymphatic";"blood";"cutaneous_DLBCL";"MuSiC";"coding";"";"";"";"";"";"cancer";6723
30835;"CD209";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"";"";"";"0.0";"0.0";"cancer";6724
26278;"SACS";28551381;"WES-Gene Panel";"Core gastrointestinal";"colorectal";"colorectal_adenocarcinoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";6725
30849;"PIK3R4";24121792;"WES";"Urologic";"bladder";"bladder_cancer";"Wood-based";"coding";"";"";"";"";"";"cancer";6726
26503;"SLC17A5";21499247;"WES";"Skin";"skin";"melanoma";"Paper-specific";"coding";"";"";"";"";"";"cancer";6727
27328;"PCDH11X";22158541;"WES";"Hematologic and lymphatic";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based";"coding";"";"";"";"";"";"cancer";6728
30849;"PIK3R4";26258847;"WES-Gene Panel";"Hematologic and lymphatic";"blood";"cutaneous_T_cell_lymphoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";6729
26524;"LATS2";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"TSG";"";"";"0.0";"1.0";"cancer";6730
27332;"ZNF638";18772397;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based";"coding";"";"";"";"";"";"cancer";6731
49855;"SCAPER";25501392;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"HOTNET2";"coding";"";"";"";"";"";"cancer";6732
23624;"CBLC";20668451;"Gene Panel";"Gynecologic";"ovary";"ovarian_cancer";"Wood-based";"coding";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";6733
26524;"LATS2";26950094;"WES-Gene Panel";"Skin";"skin";"skin_basal_cell_carcinoma";"MutSig, TumOnc";"coding";"TSG";"";"";"0.0";"1.0";"cancer";6734
27332;"ZNF638";26437031;"WGS-WES-Gene Panel";"Hematologic and lymphatic";"blood";"T-cell_leukemia/lymphoma";"MutSig";"coding";"";"";"";"";"";"cancer";6735
49856;"WRAP73";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";6736
26524;"LATS2";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"";"";"0.0";"1.0";"cancer";6737
27340;"UTP20";22156295;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";6738
23644;"EDC4";27348297;"WES";"Gynecologic";"uterus";"endometrial_cancer";"MutSig";"coding";"";"";"";"";"";"cancer";6739
49861;"CLDN20";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";6740
26524;"LATS2";30322867;"WES";"Thoracic";"pleura";"malignant pleural mesothelioma";"MutSig2CV";"coding";"TSG";"";"";"0.0";"1.0";"cancer";6741
27342;"RABGEF1";30755618;"WGS";"Urologic";"bladder";"bladder_cancer";"Recurrence-based";"noncoding";"";"";"";"";"";"cancer";6742
23645;"PPP1R15A";28256603;"WES plus targeted deep resequencing";"Head and neck";"head_and_neck";"nasopharyngeal_carcinoma";"Literature-based, Paper-specific";"coding";"";"";"";"";"";"cancer";6743
26528;"DAZAP1";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"";"";"";"";"";"cancer";6744
50507;"NOX4";29354286;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncDriver";"noncoding";"";"";"";"";"";"cancer";6745
27348;"TOR1B";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";6746
23654;"PLXNB2";26909576;"WGS";"Developmental gastrointestinal";"pancreas";"pancreatic_cancer_(all_histologies)";"HOTNET2, OncodriveFM, MutSig";"coding";"";"";"";"";"";"cancer";6747
26538;"OR10H2";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";6748
50509;"COL5A3";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"";"";"";"";"";"cancer";6749
27434;"POLM";30606723;"WGS";"Hematologic and lymphatic";"blood";"dlblc, follicular_lymphoma";"Paper-specific";"noncoding";"";"";"";"";"";"cancer";6750
23654;"PLXNB2";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"";"";"";"";"";"cancer";6751
26608;"TBL2";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";6752
50515;"CHST11";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, fusion";"";"";"1.0";"0.0";"cancer";6753
27436;"EML4";30132154;"WES";"Core gastrointestinal";"stomach";"gastric_cancer";"Recurrence-based";"coding";"";"";"";"";"";"cancer";6754
23742;"NPAP1";22842228;"WES";"Skin";"skin";"melanoma";"MuSiC";"coding";"";"";"";"";"";"cancer";6755
26737;"OR1L1";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";6756
50616;"IL22";29854292;"WES";"Gynecologic";"breast";"breast_cancer";"SeqSig";"coding";"";"";"";"";"";"cancer";6757
27439;"TMEM121B";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";6758
23743;"BHMT2";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"";"";"";"";"";"cancer";6759
50640;"PNPLA8";30606723;"WGS";"Hematologic and lymphatic";"blood";"dlblc, follicular_lymphoma";"Paper-specific";"noncoding";"";"";"";"";"";"cancer";6760
27439;"TMEM121B";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";6761
23762;"OSBP2";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";6762
50650;"ARHGEF3";30107175;"WES";"Endocrine";"thyroid";"hurthle_cell_carcinoma";"MutSig2CV, Recurrence-based, Literature-based";"coding";"";"";"";"";"";"cancer";6763
23768;"FLRT2";29354286;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncDriver";"coding";"";"";"";"";"";"cancer";6764
28513;"CDH19";23636398;"WES";"Gynecologic";"uterus";"endometrial_cancer";"MuSiC";"coding";"";"";"";"";"";"cancer";6765
50650;"ARHGEF3";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";6766
51582;"AZIN1";28622513;"WES";"Developmental gastrointestinal";"hepatobiliary";"hepatocellular_carcinoma";"MutSig, Recurrence-based";"coding";"";"";"";"";"";"cancer";6767
28514;"DLL1";25501392;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"HOTNET2";"coding";"";"";"";"";"";"cancer";6768
50853;"VILL";22158541;"WES";"Hematologic and lymphatic";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based";"coding";"";"";"";"";"";"cancer";6769
51585;"PCF11";29354286;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncDriver";"noncoding";"";"";"";"";"";"cancer";6770
28954;"REM1";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";6771
50937;"CDON";25501392;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"HOTNET2";"coding";"";"";"";"";"";"cancer";6772
28974;"C19orf53";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";6773
51585;"PCF11";32024818;"WGS";"Multiple";"multiple";"pan-cancer_adult";"DriverPower";"noncoding";"";"";"";"";"";"cancer";6774
50939;"IMPG2";28467829;"WGS";"Skin";"skin";"melanoma";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";6775
28984;"RGCC";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";6776
54790;"TET2";26574607;"WGS";"Hematologic and lymphatic";"blood";"T-cell_leukemia/lymphoma";"Recurrence-based";"coding";"TSG";"TSG";"";"0.0";"1.0";"cancer";6777
51592;"TRIM33";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG, fusion";"";"";"0.0";"1.0";"cancer";6778
50939;"IMPG2";19657110;"WGS";"Hematologic and lymphatic";"blood";"acute_myeloid_leukemia";"Paper-specific";"coding";"";"";"";"";"";"cancer";6779
28996;"HIPK2";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";6780
51593;"SRRT";27149842;"WES";"Core gastrointestinal";"colorectal";"colorectal_adenocarcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";6781
50944;"SHANK1";22138691;"WES";"Urologic";"kidney";"clear_cell_renal_cancer";"Wood-based";"coding";"";"";"";"";"";"cancer";6782
54790;"TET2";24325359;"WES";"Hematologic and lymphatic";"blood";"myeloproliferative_neoplasm";"Paper-specific";"coding";"TSG";"TSG";"";"0.0";"1.0";"cancer";6783
51602;"NOP58";26790612;"WES";"Head and neck";"head_and_neck";"squamous_head_and_neck_cancer";"MuSiC";"coding";"";"";"";"";"";"cancer";6784
29028;"ATAD2";26451490;"WES";"Gynecologic";"breast";"breast_cancer";"MutSig";"coding";"";"";"";"";"";"cancer";6785
50944;"SHANK1";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";6786
54790;"TET2";27135926;"WGS";"Gynecologic";"breast";"breast_cancer";"Paper-specific";"coding";"TSG";"TSG";"";"0.0";"1.0";"cancer";6787
51604;"PIGT";27325650;"WES";"Urologic";"penis";"penile_squamous_cancer";"IntOGen, Literature-based";"coding";"";"";"";"";"";"cancer";6788
29072;"SETD2";26909576;"WGS";"Developmental gastrointestinal";"pancreas";"pancreatic_cancer_(all_histologies)";"HOTNET2, OncodriveFM, MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6789
50945;"TBX22";20668451;"Gene Panel";"Thoracic";"lung";"lung_cancer_(all_histologies)";"Wood-based";"coding";"";"";"";"";"";"cancer";6790
54790;"TET2";24413734;"WES";"Hematologic and lymphatic";"blood";"peripheral_T-cell_lymphoma";"Recurrence-based";"coding";"TSG";"TSG";"";"0.0";"1.0";"cancer";6791
51614;"ERGIC3";28467829;"WGS";"Skin";"skin";"melanoma";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";6792
29072;"SETD2";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6793
51001;"MTERF3";30718927;"WGS-WES";"Core gastrointestinal";"esophagus";"esophageal_adenocarcinoma";"ActiveDriverWGS, Paper-specific";"noncoding";"";"";"";"";"";"cancer";6794
54790;"TET2";24413737;"WES";"Hematologic and lymphatic";"blood";"angioimmunoblastic_T-cell_lymphoma";"Recurrence-based";"coding";"TSG";"TSG";"";"0.0";"1.0";"cancer";6795
51614;"ERGIC3";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";6796
29072;"SETD2";24633157;"WGS-WES-Gene Panel";"Soft tissue";"soft_tissue";"angiosarcoma";"Greenman-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6797
51003;"MED31";28467829;"WGS";"Skin";"skin";"melanoma";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";6798
51631;"LUC7L2";26908133;"WGS-WES";"Hematologic and lymphatic";"blood";"chronic_myelomonocytic_leukemia";"DrGap";"coding";"";"";"";"";"";"cancer";6799
54790;"TET2";28452984;"WES";"Hematologic and lymphatic";"blood";"chronic_myeloid_leukemia";"Recurrence-based, Literature-based";"coding";"TSG";"TSG";"";"0.0";"1.0";"cancer";6800
51003;"MED31";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";6801
51634;"RBMX2";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"";"";"";"";"";"cancer";6802
54790;"TET2";23539594;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"TSG";"";"0.0";"1.0";"cancer";6803
51003;"MED31";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";6804
51645;"PPIL1";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"";"";"";"";"";"cancer";6805
54790;"TET2";22817890;"WGS";"Hematologic and lymphatic";"blood";"acute_myeloid_leukemia";"Recurrence-based";"coding";"TSG";"TSG";"";"0.0";"1.0";"cancer";6806
29072;"SETD2";26928227;"WGS-WES-Gene Panel";"Thoracic";"pleura";"malignant pleural mesothelioma";"MuSiC";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6807
51043;"ZBTB7B";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"";"";"";"";"";"cancer";6808
51650;"MRPS33";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";6809
54790;"TET2";21909114;"WES";"Hematologic and lymphatic";"blood";"myelodysplasia";"Recurrence-based";"coding";"TSG";"TSG";"";"0.0";"1.0";"cancer";6810
29072;"SETD2";27158780;"WES";"Thoracic";"lung";"lung_cancer_(all_histologies)";"MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6811
51043;"ZBTB7B";28292439;"WES";"Gynecologic";"uterus";"uterine_carcinosarcoma";"MutSig";"coding";"";"";"";"";"";"cancer";6812
51684;"SUFU";26950094;"WES-Gene Panel";"Skin";"skin";"skin_basal_cell_carcinoma";"MutSig, TumOnc";"coding";"TSG";"";"";"0.0";"1.0";"cancer";6813
54796;"BNC2";25079317;"WES";"Core gastrointestinal";"stomach";"gastric_adenocarcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";6814
29072;"SETD2";23792563;"WES";"Urologic";"kidney";"clear_cell_renal_cancer";"MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6815
51684;"SUFU";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"";"";"0.0";"1.0";"cancer";6816
51043;"ZBTB7B";28988769;"WES";"Urologic";"bladder";"bladder_cancer";"MutSig";"coding";"";"";"";"";"";"cancer";6817
54796;"BNC2";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";6818
29072;"SETD2";25079552;"WES";"Thoracic";"lung";"lung_adenocarcinoma";"MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6819
51684;"SUFU";29489754;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"MuSiC";"coding";"TSG";"";"";"0.0";"1.0";"cancer";6820
51059;"FAM135B";23636398;"WES";"Gynecologic";"uterus";"endometrial_cancer";"MuSiC";"coding";"";"";"";"0.0";"0.0";"cancer";6821
29072;"SETD2";26824661;"WGS-WES";"Soft tissue";"brain";"pan-glioma";"MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6822
54806;"AHI1";27149842;"WES";"Core gastrointestinal";"colorectal";"colorectal_adenocarcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";6823
51693;"TRAPPC2L";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";6824
51059;"FAM135B";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"";"";"";"0.0";"0.0";"cancer";6825
54806;"AHI1";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";6826
29072;"SETD2";26947078;"WES";"Urologic";"kidney";"renal_cancer_(all_histologies)";"MutSig, Literature-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6827
51725;"FBXO40";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";6828
51059;"FAM135B";30132154;"WES";"Core gastrointestinal";"stomach";"gastric_cancer";"Recurrence-based";"coding";"";"";"";"0.0";"0.0";"cancer";6829
51729;"WBP11";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"";"";"";"";"";"cancer";6830
29072;"SETD2";20054297;"Gene Panel";"Urologic";"kidney";"clear_cell_renal_cancer";"Greenman-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6831
51059;"FAM135B";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"0.0";"0.0";"cancer";6832
51755;"CDK12";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"TSG";"";"";"0.0";"1.0";"cancer";6833
29072;"SETD2";25401301;"WES";"Urologic";"kidney";"non-clear_cell_renal_cancer";"Wood-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6834
51059;"FAM135B";21798893;"WES";"Head and neck";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig";"coding";"";"";"";"0.0";"0.0";"cancer";6835
51755;"CDK12";21720365;"WES";"Gynecologic";"ovary";"ovarian_cancer";"MutSig, MuSiC";"coding";"TSG";"";"";"0.0";"1.0";"cancer";6836
29072;"SETD2";24705250;"WES";"Soft tissue";"brain";"astrocytoma";"Recurrence-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6837
51077;"FCF1";28128360;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ExInAtor";"coding";"";"";"";"";"";"cancer";6838
51755;"CDK12";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"";"";"0.0";"1.0";"cancer";6839
29072;"SETD2";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6840
51085;"MLXIPL";27236916;"WES-Gene Panel";"Endocrine";"thyroid";"papillary_thyroid_cancer";"Recurrence-based";"coding";"";"";"";"";"";"cancer";6841
51755;"CDK12";22722839;"WES";"Urologic";"prostate";"prostate_cancer";"Paper-specific";"coding";"TSG";"";"";"0.0";"1.0";"cancer";6842
29072;"SETD2";22397650;"WES";"Urologic";"kidney";"clear_cell_renal_cancer";"Literature-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6843
54825;"CDHR2";18987736;"WGS";"Hematologic and lymphatic";"blood";"acute_myeloid_leukemia";"Literature-based";"coding";"";"";"";"";"";"cancer";6844
51755;"CDK12";24132290;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MuSiC";"coding";"TSG";"";"";"0.0";"1.0";"cancer";6845
51088;"KLHL5";27158780;"WES";"Thoracic";"lung";"lung_cancer_(all_histologies)";"MutSig";"coding";"";"";"";"";"";"cancer";6846
29072;"SETD2";24487277;"WES";"Urologic";"kidney";"clear_cell_renal_cancer";"Literature-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6847
51755;"CDK12";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"TSG";"";"";"0.0";"1.0";"cancer";6848
51100;"SH3GLB1";30606723;"WGS";"Hematologic and lymphatic";"blood";"dlblc, follicular_lymphoma";"Paper-specific";"noncoding";"";"";"";"";"";"cancer";6849
54843;"SYTL2";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";6850
29072;"SETD2";29489754;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"MuSiC";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6851
51755;"CDK12";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"TSG";"";"";"0.0";"1.0";"cancer";6852
54855;"TENT5C";21430775;"WGS-WES";"Hematologic and lymphatic";"blood";"multiple_myeloma";"MutSig";"coding";"TSG";"";"";"0.0";"1.0";"cancer";6853
51115;"RMDN1";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";6854
29072;"SETD2";22138691;"WES";"Urologic";"kidney";"clear_cell_renal_cancer";"Wood-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6855
51755;"CDK12";26000489;"WES";"Urologic";"prostate";"prostate_cancer";"MutSig";"coding";"TSG";"";"";"0.0";"1.0";"cancer";6856
51119;"SBDS";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"";"";"0.0";"1.0";"cancer";6857
54855;"TENT5C";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"";"";"0.0";"1.0";"cancer";6858
29072;"SETD2";30322867;"WES";"Thoracic";"pleura";"malignant pleural mesothelioma";"MutSig2CV";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6859
51755;"CDK12";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"TSG";"";"";"0.0";"1.0";"cancer";6860
51132;"RLIM";29590631;"WES";"Soft tissue";"brain";"meningioma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";6861
29072;"SETD2";22980975;"WES";"Thoracic";"lung";"lung_adenocarcinoma";"InVEx";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6862
54855;"TENT5C";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"TSG";"";"";"0.0";"1.0";"cancer";6863
51759;"C9orf78";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"";"";"";"";"";"cancer";6864
29072;"SETD2";29945994;"WES";"Core gastrointestinal";"stomach";"gastric_adenocarcinoma";"Recurrence-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6865
51134;"CEP83";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";6866
51765;"STK26";27149842;"WES";"Core gastrointestinal";"colorectal";"colorectal_adenocarcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";6867
29072;"SETD2";27687306;"WES";"Thoracic";"lung";"lung_adenocarcinoma";"InVEx";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";6868
51134;"CEP83";22156295;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";6869
